"coursename","strm","enrollment"
"COMM211","1002","5"
"COMM216","1002","12"
"COMM217","1002","11"
"COMM222A","1002","19"
"COMM223A","1002","8"
"COMM224A","1002","8"
"COMM291A","1002","11"
"COMM292A","1002","10"
"COMM299","1002","5"
"COMM301","1002","5"
"COMM311","1002","5"
"COMM317","1002","5"
"COMM398","1002","3"
"COMM399","1002","2"
"COMM400","1002","2"
"COMM801","1002","2"
"COMM802","1002","3"
"ECON1","1002","371"
"ECON50","1002","135"
"ECON50M","1002","64"
"ECON51","1002","56"
"ECON52","1002","83"
"ECON80","1002","89"
"ECON90","1002","41"
"ECON101","1002","57"
"ECON102","1002","33"
"ECON103","1002","21"
"ECON111","1002","120"
"ECON116","1002","135"
"ECON139D","1002","41"
"ECON140","1002","91"
"ECON145","1002","71"
"ECON151","1002","6"
"ECON152","1002","4"
"ECON154","1002","94"
"ECON159","1002","6"
"ECON160","1002","29"
"ECON165","1002","47"
"ECON190","1002","10"
"ECON199D","1002","10"
"ECON202","1002","56"
"ECON210","1002","46"
"ECON217","1002","11"
"ECON226","1002","19"
"ECON239D","1002","7"
"ECON248","1002","11"
"ECON257","1002","12"
"ECON265","1002","8"
"ECON270","1002","43"
"ECON273","1002","10"
"ECON287","1002","4"
"ECON305A","1002","4"
"ECON310A","1002","6"
"ECON325A","1002","3"
"ECON341A","1002","8"
"ECON355A","1002","10"
"ECON365A","1002","7"
"ECON370A","1002","2"
"ECON385A","1002","1"
"ECON391A","1002","10"
"ECON400","1002","8"
"ECON801","1002","2"
"ECON802","1002","26"
"ENGLISH10","1002","5"
"ENGLISH12","1002","16"
"ENGLISH30","1002","4"
"ENGLISH65N","1002","12"
"ENGLISH80Q","1002","10"
"ENGLISH81Q","1002","11"
"ENGLISH90","1002","69"
"ENGLISH92","1002","21"
"ENGLISH110","1002","15"
"ENGLISH112","1002","12"
"ENGLISH130","1002","10"
"ENGLISH132G","1002","34"
"ENGLISH137","1002","73"
"ENGLISH150","1002","46"
"ENGLISH154","1002","9"
"ENGLISH162G","1002","52"
"ENGLISH165E","1002","19"
"ENGLISH173A","1002","38"
"ENGLISH175","1002","22"
"ENGLISH184","1002","14"
"ENGLISH184B","1002","18"
"ENGLISH185H","1002","11"
"ENGLISH186B","1002","9"
"ENGLISH186P","1002","23"
"ENGLISH187R","1002","8"
"ENGLISH190","1002","23"
"ENGLISH196A","1002","10"
"ENGLISH197","1002","8"
"ENGLISH198","1002","14"
"ENGLISH209","1002","10"
"ENGLISH238","1002","4"
"ENGLISH273","1002","23"
"ENGLISH277B","1002","17"
"ENGLISH296","1002","19"
"ENGLISH306","1002","16"
"ENGLISH366","1002","7"
"ENGLISH370","1002","7"
"ENGLISH373A","1002","10"
"ENGLISH385H","1002","19"
"ENGLISH389A","1002","8"
"ENGLISH390","1002","10"
"ENGLISH392","1002","10"
"ENGLISH394","1002","2"
"ENGLISH396","1002","6"
"ENGLISH396L","1002","14"
"ENGLISH397A","1002","1"
"ENGLISH398","1002","14"
"ENGLISH398R","1002","1"
"ENGLISH399","1002","5"
"ENGLISH801","1002","2"
"ENGLISH802","1002","33"
"WCT1A","1002","86"
"WCT1B","1002","150"
"WCT1C","1002","83"
"WCT2A","1002","29"
"WCT3A","1002","63"
"WCT3B","1002","138"
"WCT3C","1002","88"
"WCT4","1002","8"
"WCT6W","1002","19"
"INTNLREL135","1002","41"
"INTNLREL191","1002","18"
"INTNLREL197","1002","4"
"INTNLREL198A","1002","17"
"INTNLREL198H","1002","14"
"SYMBSYS190","1002","1"
"SYMBSYS196","1002","3"
"LATINAM169","1002","1"
"LATINAM194","1002","15"
"LATINAM198","1002","6"
"LATINAM220","1002","8"
"LATINAM250","1002","16"
"LATINAM261","1002","6"
"LATINAM269","1002","4"
"HISTORY5A","1002","8"
"HISTORY6S","1002","11"
"HISTORY22N","1002","15"
"HISTORY53N","1002","16"
"HISTORY53S","1002","10"
"HISTORY61S","1002","18"
"HISTORY65S","1002","15"
"HISTORY68S","1002","13"
"HISTORY92A","1002","29"
"HISTORY120C","1002","55"
"HISTORY147A","1002","23"
"HISTORY150A","1002","40"
"HISTORY158","1002","1"
"HISTORY165A","1002","89"
"HISTORY173C","1002","28"
"HISTORY186A","1002","56"
"HISTORY188C","1002","27"
"HISTORY189B","1002","41"
"HISTORY200A","1002","17"
"HISTORY200B","1002","3"
"HISTORY200M","1002","3"
"HISTORY200T","1002","34"
"HISTORY200W","1002","17"
"HISTORY200X","1002","4"
"HISTORY204A","1002","5"
"HISTORY205A","1002","27"
"HISTORY206","1002","19"
"HISTORY206A","1002","25"
"HISTORY206P","1002","5"
"HISTORY223","1002","7"
"HISTORY232B","1002","8"
"HISTORY240","1002","9"
"HISTORY246D","1002","11"
"HISTORY247C","1002","9"
"HISTORY252","1002","13"
"HISTORY260A","1002","2"
"HISTORY291A","1002","8"
"HISTORY300W","1002","49"
"HISTORY301","1002","2"
"HISTORY304","1002","21"
"HISTORY304A","1002","8"
"HISTORY306","1002","1"
"HISTORY306P","1002","8"
"HISTORY307B","1002","7"
"HISTORY323","1002","1"
"HISTORY325B","1002","12"
"HISTORY331D","1002","12"
"HISTORY344A","1002","2"
"HISTORY346D","1002","1"
"HISTORY347C","1002","1"
"HISTORY351A","1002","10"
"HISTORY351B","1002","9"
"HISTORY352","1002","5"
"HISTORY384A","1002","5"
"HISTORY389","1002","5"
"HISTORY395C","1002","12"
"HISTORY400X","1002","12"
"HISTORY407B","1002","5"
"HISTORY433A","1002","5"
"HISTORY442A","1002","1"
"HISTORY802","1002","54"
"HUMNTIES192G","1002","5"
"HUMNTIES194B","1002","8"
"HUMNTIES200A","1002","1"
"HUMNTIES200B","1002","6"
"HUMNTIES275","1002","1"
"HUMNTIES311","1002","11"
"HUMNTIES314","1002","16"
"RELIGST1","1002","27"
"RELIGST2N","1002","16"
"RELIGST5N","1002","10"
"RELIGST27","1002","10"
"RELIGST42","1002","21"
"RELIGST113","1002","6"
"RELIGST119","1002","32"
"RELIGST121","1002","54"
"RELIGST150","1002","21"
"RELIGST167","1002","11"
"RELIGST183","1002","17"
"RELIGST197","1002","2"
"RELIGST199","1002","37"
"RELIGST206","1002","7"
"RELIGST299","1002","3"
"RELIGST304A","1002","8"
"RELIGST329","1002","1"
"RELIGST339","1002","1"
"RELIGST344","1002","7"
"RELIGST379","1002","6"
"RELIGST390","1002","1"
"RELIGST391","1002","1"
"RELIGST391A","1002","5"
"RELIGST392","1002","1"
"RELIGST801","1002","1"
"RELIGST802","1002","7"
"AMSTUD114Q","1002","12"
"AMSTUD179","1002","72"
"AMSTUD199","1002","3"
"AMSTUD200","1002","17"
"AMSTUD214","1002","16"
"AMSTUD250","1002","4"
"CSRE200W","1002","9"
"PUBLPOL103A","1002","11"
"PUBLPOL198","1002","12"
"PUBLPOL199","1002","5"
"PUBLPOL200A","1002","6"
"PUBLPOL205","1002","8"
"IPS200A","1002","30"
"IPS204","1002","20"
"IPS240D","1002","1"
"IPS299","1002","1"
"MATH19","1002","128"
"MATH41","1002","256"
"MATH42","1002","118"
"MATH51","1002","419"
"MATH51H","1002","45"
"MATH52","1002","40"
"MATH53","1002","45"
"MATH82Q","1002","4"
"MATH103","1002","80"
"MATH106","1002","17"
"MATH113","1002","21"
"MATH115","1002","22"
"MATH120","1002","36"
"MATH130","1002","9"
"MATH131","1002","18"
"MATH143","1002","6"
"MATH156","1002","4"
"MATH171","1002","46"
"MATH197","1002","3"
"MATH199","1002","2"
"MATH205A","1002","24"
"MATH206A","1002","13"
"MATH210A","1002","11"
"MATH220A","1002","36"
"MATH228A","1002","8"
"MATH230A","1002","3"
"MATH236","1002","20"
"MATH244","1002","8"
"MATH246","1002","3"
"MATH256A","1002","12"
"MATH281A","1002","6"
"MATH284","1002","8"
"MATH290A","1002","5"
"MATH350","1002","10"
"MATH351","1002","2"
"MATH360","1002","20"
"MATH361","1002","5"
"MATH802","1002","4"
"IHUM1","1002","327"
"IHUM12","1002","133"
"IHUM14","1002","321"
"IHUM16","1002","295"
"IHUM17","1002","133"
"IHUM18","1002","214"
"IHUM19","1002","213"
"HPS199","1002","1"
"FRENGEN108N","1002","12"
"FRENGEN127Q","1002","6"
"FRENGEN201E","1002","1"
"FRENGEN259E","1002","4"
"FRENGEN358E","1002","2"
"FRENGEN369E","1002","5"
"FRENLANG1","1002","59"
"FRENLANG2","1002","15"
"FRENLANG3","1002","30"
"FRENLANG5A","1002","12"
"FRENLANG10","1002","12"
"FRENLANG15","1002","36"
"FRENLANG20A","1002","10"
"FRENLANG22","1002","21"
"FRENLANG23","1002","10"
"FRENLANG41","1002","8"
"FRENLANG50","1002","23"
"FRENLANG60B","1002","8"
"FRENLANG60J","1002","3"
"FRENLANG60K","1002","4"
"FRENLANG60L","1002","10"
"FRENLANG60T","1002","3"
"FRENLANG99","1002","2"
"FRENLANG120","1002","16"
"FRENLANG121A","1002","6"
"FRENLANG122","1002","11"
"FRENLANG124","1002","12"
"FRENLIT60","1002","1"
"FRENLIT70T","1002","3"
"FRENLIT130","1002","11"
"FRENLIT142","1002","12"
"FRENLIT199","1002","1"
"FRENLIT229","1002","6"
"FRENLIT262","1002","3"
"FRENLIT264","1002","7"
"FRENLIT271","1002","7"
"FRENLIT299","1002","1"
"FRENLIT399","1002","5"
"FRENLIT802","1002","7"
"ITALGEN201E","1002","1"
"ITALGEN369E","1002","2"
"ITALGEN389E","1002","1"
"ITALLANG1","1002","133"
"ITALLANG2","1002","13"
"ITALLANG3","1002","18"
"ITALLANG21","1002","35"
"ITALLANG60","1002","6"
"ITALLANG126","1002","57"
"ITALLIT127","1002","7"
"ITALLIT199","1002","1"
"ITALLIT379","1002","3"
"ITALLIT399","1002","1"
"ITALLIT802","1002","3"
"GERGEN162A","1002","4"
"GERGEN221A","1002","5"
"GERGEN241A","1002","4"
"GERLANG1","1002","34"
"GERLANG1N","1002","6"
"GERLANG1X","1002","4"
"GERLANG2","1002","16"
"GERLANG3","1002","6"
"GERLANG11P","1002","15"
"GERLANG20A","1002","4"
"GERLANG20B","1002","12"
"GERLANG20C","1002","6"
"GERLANG20K","1002","8"
"GERLANG20M","1002","8"
"GERLANG20P","1002","7"
"GERLANG20T","1002","1"
"GERLANG21","1002","15"
"GERLANG101","1002","10"
"GERLANG110","1002","8"
"GERLIT126Q","1002","10"
"GERLIT132","1002","8"
"GERLIT194","1002","1"
"GERLIT199","1002","22"
"GERLIT236J","1002","6"
"GERLIT241","1002","8"
"GERLIT298","1002","3"
"GERLIT301","1002","1"
"GERLIT400","1002","4"
"GERLIT802","1002","5"
"SPECLANG100A","1002","1"
"SPECLANG105A","1002","1"
"SPECLANG106A","1002","9"
"SPECLANG107A","1002","1"
"SPECLANG108A","1002","1"
"SPECLANG112A","1002","1"
"SPECLANG120A","1002","21"
"SPECLANG121A","1002","4"
"SPECLANG122A","1002","5"
"SPECLANG125A","1002","13"
"SPECLANG126A","1002","5"
"SPECLANG128A","1002","15"
"SPECLANG129A","1002","2"
"SPECLANG130A","1002","4"
"SPECLANG141A","1002","3"
"SPECLANG142A","1002","1"
"SPECLANG146A","1002","3"
"SPECLANG150A","1002","10"
"SPECLANG152A","1002","24"
"SPECLANG154A","1002","5"
"SPECLANG159A","1002","3"
"SPECLANG160A","1002","4"
"SPECLANG164A","1002","4"
"SPECLANG165A","1002","2"
"SPECLANG167A","1002","5"
"SPECLANG169A","1002","2"
"SPECLANG170A","1002","3"
"SPECLANG171A","1002","1"
"SPECLANG173A","1002","2"
"SPECLANG176A","1002","6"
"SPECLANG178A","1002","57"
"SPECLANG179A","1002","18"
"SPECLANG182A","1002","2"
"SPECLANG191A","1002","1"
"SPECLANG199Q","1002","4"
"SPECLANG297","1002","15"
"SLAVGEN145","1002","6"
"SLAVGEN168","1002","1"
"SLAVGEN221","1002","3"
"SLAVGEN245","1002","1"
"SLAVGEN248","1002","6"
"SLAVGEN268","1002","1"
"SLAVLANG1A","1002","34"
"SLAVLANG50","1002","4"
"SLAVLANG51","1002","27"
"SLAVLANG111","1002","7"
"SLAVLANG177","1002","4"
"SLAVLANG181","1002","6"
"SLAVLANG206A","1002","1"
"SLAVLIT199","1002","14"
"SLAVLIT200","1002","3"
"SLAVLIT200A","1002","8"
"SLAVLIT270B","1002","5"
"SLAVLIT299","1002","3"
"SLAVLIT802","1002","6"
"SPANLANG1","1002","118"
"SPANLANG1A","1002","175"
"SPANLANG2","1002","42"
"SPANLANG2A","1002","6"
"SPANLANG3","1002","72"
"SPANLANG10","1002","41"
"SPANLANG11B","1002","11"
"SPANLANG11C","1002","61"
"SPANLANG11F","1002","7"
"SPANLANG11R","1002","30"
"SPANLANG12C","1002","22"
"SPANLANG13C","1002","22"
"SPANLANG15","1002","45"
"SPANLANG100","1002","37"
"SPANLANG101","1002","29"
"SPANLANG103B","1002","19"
"SPANLANG121M","1002","15"
"SPANLIT111N","1002","10"
"SPANLIT130N","1002","7"
"SPANLIT131","1002","13"
"SPANLIT132","1002","29"
"SPANLIT140","1002","22"
"SPANLIT191","1002","17"
"SPANLIT199","1002","12"
"SPANLIT222","1002","11"
"SPANLIT275","1002","8"
"SPANLIT299","1002","5"
"SPANLIT300","1002","12"
"SPANLIT357","1002","13"
"SPANLIT399","1002","8"
"SPANLIT802","1002","8"
"PORTLIT130N","1002","3"
"PORTLIT299","1002","1"
"PORTLIT399","1002","1"
"LINGUIST30Q","1002","6"
"LINGUIST105","1002","1"
"LINGUIST120","1002","92"
"LINGUIST138","1002","4"
"LINGUIST140","1002","1"
"LINGUIST146","1002","52"
"LINGUIST152","1002","9"
"LINGUIST199","1002","25"
"LINGUIST205","1002","9"
"LINGUIST207C","1002","4"
"LINGUIST208A","1002","5"
"LINGUIST220A","1002","5"
"LINGUIST224","1002","5"
"LINGUIST229A","1002","3"
"LINGUIST230C","1002","2"
"LINGUIST235","1002","6"
"LINGUIST238","1002","5"
"LINGUIST240","1002","11"
"LINGUIST254","1002","14"
"LINGUIST260A","1002","8"
"LINGUIST286","1002","8"
"LINGUIST394","1002","9"
"LINGUIST397","1002","14"
"LINGUIST398","1002","11"
"LINGUIST399","1002","4"
"LINGUIST801","1002","1"
"LINGUIST802","1002","9"
"LINGEFS690A","1002","7"
"LINGEFS690B","1002","19"
"LINGEFS691","1002","11"
"LINGEFS692","1002","15"
"LINGEFS693A","1002","42"
"LINGEFS693B","1002","25"
"LINGEFS695A","1002","31"
"LINGEFS698A","1002","43"
"LINGEFS698B","1002","10"
"MUSIC11N","1002","8"
"MUSIC12A","1002","15"
"MUSIC12B","1002","7"
"MUSIC12C","1002","5"
"MUSIC16Q","1002","12"
"MUSIC19","1002","48"
"MUSIC20A","1002","18"
"MUSIC21","1002","13"
"MUSIC23","1002","10"
"MUSIC65A","1002","31"
"MUSIC65B","1002","11"
"MUSIC65C","1002","8"
"MUSIC72A","1002","11"
"MUSIC72B","1002","16"
"MUSIC72D","1002","6"
"MUSIC73","1002","10"
"MUSIC74C","1002","24"
"MUSIC122C","1002","8"
"MUSIC123","1002","2"
"MUSIC130A","1002","7"
"MUSIC143","1002","7"
"MUSIC150","1002","12"
"MUSIC157","1002","10"
"MUSIC159","1002","3"
"MUSIC160","1002","38"
"MUSIC161A","1002","28"
"MUSIC161B","1002","13"
"MUSIC162","1002","6"
"MUSIC163","1002","1"
"MUSIC165","1002","20"
"MUSIC167","1002","41"
"MUSIC169","1002","8"
"MUSIC170","1002","10"
"MUSIC171","1002","73"
"MUSIC172A","1002","28"
"MUSIC172B","1002","8"
"MUSIC172C","1002","2"
"MUSIC173","1002","23"
"MUSIC174A","1002","18"
"MUSIC174B","1002","3"
"MUSIC174C","1002","11"
"MUSIC174E","1002","1"
"MUSIC174F","1002","2"
"MUSIC174G","1002","1"
"MUSIC175A","1002","7"
"MUSIC175B","1002","1"
"MUSIC175C","1002","1"
"MUSIC175F","1002","3"
"MUSIC176A","1002","1"
"MUSIC176B","1002","2"
"MUSIC177","1002","4"
"MUSIC181","1002","11"
"MUSIC192A","1002","18"
"MUSIC192C","1002","4"
"MUSIC199","1002","19"
"MUSIC200","1002","6"
"MUSIC220A","1002","28"
"MUSIC220D","1002","10"
"MUSIC230","1002","1"
"MUSIC231","1002","1"
"MUSIC243","1002","1"
"MUSIC272A","1002","18"
"MUSIC272B","1002","1"
"MUSIC272C","1002","1"
"MUSIC272D","1002","2"
"MUSIC273","1002","8"
"MUSIC274A","1002","18"
"MUSIC274C","1002","6"
"MUSIC274D","1002","1"
"MUSIC274F","1002","1"
"MUSIC274G","1002","4"
"MUSIC275A","1002","7"
"MUSIC275C","1002","3"
"MUSIC275F","1002","4"
"MUSIC276B","1002","1"
"MUSIC280","1002","7"
"MUSIC300B","1002","6"
"MUSIC301B","1002","8"
"MUSIC310","1002","2"
"MUSIC319","1002","2"
"MUSIC320","1002","7"
"MUSIC323","1002","3"
"MUSIC325","1002","3"
"MUSIC341","1002","4"
"MUSIC399","1002","2"
"MUSIC801","1002","3"
"MUSIC802","1002","5"
"PORTLANG1","1002","10"
"PORTLANG1A","1002","14"
"PORTLANG2A","1002","11"
"PORTLANG12A","1002","6"
"PORTLANG100","1002","4"
"PHIL10","1002","61"
"PHIL14N","1002","16"
"PHIL30","1002","35"
"PHIL60","1002","27"
"PHIL74Q","1002","9"
"PHIL78","1002","24"
"PHIL80","1002","41"
"PHIL129","1002","8"
"PHIL132","1002","53"
"PHIL157","1002","2"
"PHIL159","1002","78"
"PHIL176B","1002","22"
"PHIL179","1002","13"
"PHIL183","1002","5"
"PHIL189","1002","47"
"PHIL192G","1002","2"
"PHIL194C","1002","10"
"PHIL194P","1002","5"
"PHIL196","1002","2"
"PHIL197","1002","12"
"PHIL198","1002","12"
"PHIL229","1002","1"
"PHIL232","1002","7"
"PHIL239","1002","6"
"PHIL240","1002","12"
"PHIL257","1002","2"
"PHIL276B","1002","4"
"PHIL280","1002","11"
"PHIL283","1002","5"
"PHIL288","1002","1"
"PHIL289","1002","11"
"PHIL450","1002","2"
"PHIL802","1002","8"
"SME3A","1002","63"
"PHYSICS11N","1002","13"
"PHYSICS15","1002","33"
"PHYSICS19","1002","6"
"PHYSICS21","1002","112"
"PHYSICS22","1002","98"
"PHYSICS41","1002","328"
"PHYSICS41N","1002","8"
"PHYSICS47","1002","105"
"PHYSICS48","1002","44"
"PHYSICS50","1002","74"
"PHYSICS61","1002","58"
"PHYSICS61N","1002","13"
"PHYSICS70","1002","26"
"PHYSICS72","1002","7"
"PHYSICS82Q","1002","5"
"PHYSICS105","1002","19"
"PHYSICS120","1002","23"
"PHYSICS130","1002","18"
"PHYSICS160","1002","8"
"PHYSICS170","1002","24"
"PHYSICS190","1002","15"
"PHYSICS204","1002","5"
"PHYSICS205","1002","2"
"PHYSICS210","1002","47"
"PHYSICS216","1002","29"
"PHYSICS230","1002","49"
"PHYSICS290","1002","17"
"PHYSICS293","1002","1"
"PHYSICS294","1002","19"
"PHYSICS330","1002","27"
"PHYSICS459","1002","5"
"PHYSICS490","1002","8"
"PHYSICS491","1002","65"
"PHYSICS801","1002","8"
"PHYSICS802","1002","20"
"POLISCI1","1002","150"
"POLISCI20","1002","41"
"POLISCI21N","1002","8"
"POLISCI35","1002","231"
"POLISCI51D","1002","33"
"POLISCI53N","1002","17"
"POLISCI95A","1002","17"
"POLISCI100A","1002","1"
"POLISCI129","1002","33"
"POLISCI135","1002","2"
"POLISCI139B","1002","22"
"POLISCI149","1002","13"
"POLISCI151A","1002","7"
"POLISCI158R","1002","39"
"POLISCI161S","1002","20"
"POLISCI167","1002","21"
"POLISCI182F","1002","121"
"POLISCI196","1002","34"
"POLISCI198","1002","31"
"POLISCI199A","1002","18"
"POLISCI199R","1002","17"
"POLISCI200","1002","33"
"POLISCI200A","1002","25"
"POLISCI201A","1002","4"
"POLISCI215E","1002","17"
"POLISCI219A","1002","9"
"POLISCI226","1002","8"
"POLISCI229","1002","7"
"POLISCI243A","1002","18"
"POLISCI249","1002","3"
"POLISCI251A","1002","10"
"POLISCI267","1002","14"
"POLISCI269","1002","3"
"POLISCI292A","1002","9"
"POLISCI292D","1002","4"
"POLISCI298","1002","3"
"POLISCI300","1002","15"
"POLISCI311","1002","11"
"POLISCI340","1002","1"
"POLISCI343A","1002","5"
"POLISCI802","1002","17"
"PSYCH1","1002","118"
"PSYCH10","1002","72"
"PSYCH12Q","1002","4"
"PSYCH20","1002","216"
"PSYCH60","1002","150"
"PSYCH60A","1002","71"
"PSYCH102","1002","2"
"PSYCH112","1002","6"
"PSYCH120","1002","104"
"PSYCH123","1002","1"
"PSYCH131","1002","26"
"PSYCH141","1002","67"
"PSYCH145","1002","8"
"PSYCH147","1002","11"
"PSYCH155","1002","8"
"PSYCH156","1002","38"
"PSYCH169","1002","10"
"PSYCH171","1002","5"
"PSYCH174","1002","20"
"PSYCH176","1002","20"
"PSYCH194","1002","22"
"PSYCH195","1002","84"
"PSYCH196","1002","26"
"PSYCH197","1002","20"
"PSYCH205","1002","25"
"PSYCH207","1002","11"
"PSYCH210","1002","16"
"PSYCH217","1002","9"
"PSYCH222","1002","3"
"PSYCH237","1002","10"
"PSYCH245","1002","9"
"PSYCH252","1002","26"
"PSYCH255","1002","14"
"PSYCH258","1002","7"
"PSYCH269","1002","16"
"PSYCH271","1002","14"
"PSYCH275","1002","44"
"PSYCH277","1002","11"
"PSYCH280","1002","19"
"PSYCH281","1002","2"
"PSYCH297","1002","6"
"PSYCH801","1002","1"
"PSYCH802","1002","3"
"MTL175","1002","1"
"MTL361","1002","5"
"MTL398","1002","10"
"MTL802","1002","11"
"BIOPHYS250","1002","4"
"BIOPHYS299","1002","1"
"BIOPHYS300","1002","22"
"BIOPHYS801","1002","2"
"BIOPHYS802","1002","3"
"ETHICSOC200A","1002","3"
"SOC1","1002","85"
"SOC114","1002","15"
"SOC116","1002","9"
"SOC120","1002","60"
"SOC130","1002","7"
"SOC131","1002","3"
"SOC140","1002","53"
"SOC146","1002","19"
"SOC150","1002","35"
"SOC160","1002","34"
"SOC180","1002","31"
"SOC181A","1002","3"
"SOC190","1002","23"
"SOC191","1002","1"
"SOC192","1002","3"
"SOC193","1002","4"
"SOC200H","1002","12"
"SOC214","1002","26"
"SOC216","1002","3"
"SOC220","1002","15"
"SOC230","1002","1"
"SOC231","1002","2"
"SOC240","1002","10"
"SOC246","1002","7"
"SOC260","1002","26"
"SOC281A","1002","15"
"SOC305","1002","9"
"SOC311A","1002","3"
"SOC312A","1002","6"
"SOC313A","1002","8"
"SOC315A","1002","12"
"SOC318","1002","11"
"SOC321A","1002","16"
"SOC326A","1002","5"
"SOC364","1002","14"
"SOC380","1002","6"
"SOC384","1002","10"
"SOC390","1002","5"
"SOC391","1002","6"
"SOC392","1002","5"
"SOC393","1002","1"
"SOC394","1002","1"
"SOC395A","1002","3"
"SOC802","1002","18"
"STS50A","1002","11"
"STS101","1002","74"
"STS140","1002","5"
"STS190A","1002","3"
"STS190B","1002","1"
"STS199","1002","3"
"STS201","1002","1"
"STS279","1002","24"
"STS279X","1002","2"
"DRAMA3","1002","4"
"DRAMA15N","1002","9"
"DRAMA19N","1002","18"
"DRAMA20","1002","46"
"DRAMA21","1002","3"
"DRAMA22","1002","2"
"DRAMA28","1002","13"
"DRAMA29","1002","11"
"DRAMA30","1002","10"
"DRAMA34","1002","5"
"DRAMA39A","1002","3"
"DRAMA39B","1002","6"
"DRAMA39C","1002","6"
"DRAMA65","1002","34"
"DRAMA101","1002","7"
"DRAMA103","1002","16"
"DRAMA120A","1002","18"
"DRAMA121S","1002","13"
"DRAMA129A","1002","14"
"DRAMA133","1002","2"
"DRAMA134","1002","2"
"DRAMA135","1002","3"
"DRAMA163","1002","66"
"DRAMA166","1002","7"
"DRAMA170A","1002","9"
"DRAMA190","1002","16"
"DRAMA191","1002","1"
"DRAMA200","1002","7"
"DRAMA213","1002","7"
"DRAMA233","1002","1"
"DRAMA263","1002","9"
"DRAMA300","1002","3"
"DRAMA304D","1002","2"
"DRAMA320","1002","4"
"DRAMA370","1002","4"
"DRAMA373","1002","5"
"DRAMA374","1002","2"
"DRAMA390","1002","1"
"DRAMA392","1002","3"
"DRAMA393","1002","3"
"DRAMA399","1002","6"
"DRAMA802","1002","2"
"DANCE27","1002","1"
"DANCE38","1002","10"
"DANCE40","1002","9"
"DANCE42","1002","65"
"DANCE43","1002","32"
"DANCE44","1002","23"
"DANCE45","1002","14"
"DANCE46","1002","92"
"DANCE48","1002","12"
"DANCE140","1002","12"
"DANCE141","1002","12"
"DANCE144","1002","36"
"DANCE145","1002","12"
"DANCE147","1002","98"
"DANCE148","1002","19"
"DANCE169","1002","10"
"DANCE170","1002","4"
"DANCE190","1002","2"
"DANCE191","1002","2"
"DANCE241","1002","1"
"STATS60","1002","106"
"STATS110","1002","38"
"STATS116","1002","94"
"STATS160","1002","5"
"STATS190","1002","79"
"STATS199","1002","14"
"STATS201","1002","50"
"STATS215","1002","10"
"STATS217","1002","32"
"STATS260A","1002","8"
"STATS300A","1002","22"
"STATS305","1002","26"
"STATS310A","1002","49"
"STATS315A","1002","19"
"STATS340","1002","14"
"STATS390","1002","8"
"STATS399","1002","24"
"STATS802","1002","3"
"AFRICAAM103A","1002","28"
"COMPLIT24Q","1002","13"
"COMPLIT30N","1002","13"
"COMPLIT80N","1002","15"
"COMPLIT190E","1002","6"
"COMPLIT194","1002","12"
"COMPLIT195A","1002","3"
"COMPLIT236J","1002","1"
"COMPLIT259E","1002","13"
"COMPLIT358E","1002","4"
"COMPLIT362","1002","11"
"COMPLIT366","1002","2"
"COMPLIT369E","1002","8"
"COMPLIT395","1002","9"
"COMPLIT395A","1002","1"
"COMPLIT399","1002","1"
"COMPLIT802","1002","7"
"CSRE200X","1002","28"
"LAW201A","1002","179"
"LAW205A","1002","178"
"LAW207A","1002","177"
"LAW210","1002","177"
"LAW219","1002","177"
"LAW223A","1002","61"
"LAW223B","1002","28"
"LAW223C","1002","30"
"LAW223D","1002","30"
"LAW223E","1002","29"
"LAW238","1002","41"
"LAW240","1002","30"
"LAW240S","1002","1"
"LAW242A","1002","127"
"LAW242S","1002","2"
"LAW262","1002","43"
"LAW262S","1002","1"
"LAW283","1002","13"
"LAW287","1002","12"
"LAW290A","1002","131"
"LAW301A","1002","6"
"LAW304","1002","9"
"LAW306","1002","5"
"LAW313","1002","11"
"LAW320","1002","8"
"LAW324","1002","38"
"LAW324S","1002","3"
"LAW326","1002","35"
"LAW326S","1002","2"
"LAW338","1002","26"
"LAW338S","1002","1"
"LAW339","1002","33"
"LAW342","1002","24"
"LAW344A","1002","11"
"LAW344S","1002","2"
"LAW355A","1002","97"
"LAW389","1002","13"
"LAW400","1002","19"
"LAW400A","1002","28"
"LAW403","1002","4"
"LAW406","1002","1"
"LAW430","1002","31"
"LAW437","1002","20"
"LAW442","1002","11"
"LAW451","1002","11"
