"coursename","strm","enrollment"
"ARTHIST298","1184","2"
"ARTHIST660","1184","1"
"ARTHIST610","1184","1"
"ARTHIST620","1184","1"
"ARTHIST640","1184","1"
"ARTHIST802","1184","20"
"EASTASN801","1184","5"
"EALC200","1184","5"
"CHINA801","1184","4"
"CHINA802","1184","7"
"CHINLANG1","1184","12"
"CHINLANG2","1184","33"
"CHINLANG2B","1184","20"
"CHINLANG3","1184","4"
"CHINLANG6","1184","9"
"CHINLANG7","1184","22"
"CHINLANG11","1184","5"
"CHINLANG16","1184","8"
"CHINLANG22","1184","8"
"CHINLANG22B","1184","9"
"CHINLANG28","1184","14"
"CHINLANG102","1184","8"
"CHINLANG102B","1184","9"
"CHINLANG122","1184","10"
"CHINLANG132","1184","5"
"CHINLANG212","1184","9"
"CHINA206","1184","10"
"CHINA199","1184","1"
"CHINA200","1184","2"
"CHINA201","1184","4"
"JAPAN151","1184","15"
"JAPANLNG1","1184","15"
"JAPANLNG4B","1184","1"
"JAPANLNG2","1184","70"
"JAPANLNG3","1184","8"
"JAPANLNG14B","1184","5"
"JAPANLNG22","1184","25"
"JAPANLNG11B","1184","12"
"JAPANLNG111B","1184","9"
"JAPANLNG102","1184","10"
"JAPANLNG212","1184","6"
"JAPAN199","1184","1"
"JAPAN396","1184","9"
"JAPAN802","1184","5"
"HUMBIO3A","1184","414"
"HUMBIO3B","1184","358"
"HUMBIO91Q","1184","19"
"ORTHO97Q","1184","19"
"HUMBIO118","1184","19"
"HUMBIO129S","1184","80"
"FEMGEN129","1184","22"
"HUMBIO193","1184","6"
"HUMBIO194","1184","10"
"HUMBIO199","1184","3"
"KORLANG1","1184","10"
"KORLANG2","1184","27"
"KORLANG22","1184","8"
"KORLANG102","1184","6"
"BIO45","1184","179"
"BIO46","1184","33"
"BIO105A","1184","19"
"BIO112","1184","128"
"EARTHSYS111","1184","72"
"BIO118","1184","70"
"BIO145","1184","20"
"BIO198","1184","2"
"BIO199","1184","43"
"BIO199X","1184","50"
"CSB210","1184","23"
"BIO283","1184","14"
"BIO290","1184","7"
"BIO300","1184","71"
"BIO300X","1184","18"
"BIO301","1184","16"
"BIO303","1184","13"
"BIO342","1184","2"
"BIO346","1184","1"
"BIO383","1184","8"
"BIO802","1184","27"
"BIOHOPK261H","1184","8"
"BIOHOPK198H","1184","1"
"BIOHOPK199H","1184","3"
"BIOHOPK300H","1184","13"
"BIOHOPK802H","1184","7"
"CHEM33","1184","173"
"CHEM110","1184","1"
"CHEM111","1184","63"
"CHEM132","1184","40"
"CHEM151","1184","64"
"CHEM175","1184","30"
"CHEM176","1184","25"
"CHEM190","1184","21"
"CHEM200","1184","135"
"CHEM223","1184","16"
"CHEM229","1184","45"
"CHEM231","1184","10"
"CHEM235","1184","17"
"CHEM259","1184","24"
"CHEM273","1184","18"
"CHEM279","1184","52"
"CHEM299","1184","43"
"CHEM300","1184","137"
"CHEM301","1184","97"
"CHEM802","1184","93"
"HISTORY101","1184","61"
"CLASSICS2G","1184","13"
"CLASSICS12G","1184","3"
"CLASSICS102G","1184","3"
"CLASSICS205A","1184","1"
"CLASSICS2L","1184","18"
"CLASSICS12L","1184","2"
"CLASSICS102L","1184","4"
"CLASSICS150","1184","19"
"CLASSICS298","1184","8"
"CLASSICS399","1184","5"
"CLASSICS802","1184","13"
"COMM104W","1184","22"
"COMM108","1184","79"
"COMM116","1184","26"
"FILMSTUD315","1184","21"
"POLISCI120B","1184","56"
"COMM195","1184","1"
"COMM199","1184","13"
"FILMPROD406A","1184","8"
"COMM299","1184","28"
"COMM301","1184","6"
"COMM317","1184","9"
"COMM397","1184","1"
"COMM398","1184","2"
"COMM399","1184","14"
"COMM801","1184","1"
"COMM802","1184","9"
"ECON50","1184","199"
"ECON51","1184","138"
"ECON191","1184","33"
"ECON101","1184","38"
"ECON102A","1184","208"
"ECON102B","1184","152"
"ECON139D","1184","3"
"PUBLPOL106","1184","22"
"ECON155","1184","51"
"ECON160","1184","77"
"ECON271","1184","41"
"ECON199D","1184","26"
"ECON203","1184","69"
"ECON211","1184","46"
"ECON215","1184","1"
"ECON227","1184","22"
"ECON234","1184","9"
"ECON242","1184","9"
"ECON247","1184","22"
"ECON258","1184","13"
"ECON282","1184","10"
"ECON289","1184","6"
"ECON310","1184","7"
"ECON315","1184","9"
"ECON325","1184","2"
"ECON341","1184","14"
"ECON345","1184","6"
"ECON354","1184","1"
"ECON355","1184","11"
"ECON365","1184","2"
"ECON370","1184","4"
"ECON391","1184","14"
"ECON801","1184","1"
"ECON802","1184","50"
"ENGLISH90","1184","66"
"ENGLISH92","1184","42"
"ENGLISH160","1184","35"
"ENGLISH190","1184","10"
"ENGLISH192","1184","9"
"ENGLISH197","1184","10"
"ENGLISH198","1184","62"
"DLCL293","1184","14"
"ENGLISH390","1184","10"
"ENGLISH392","1184","10"
"ENGLISH394","1184","1"
"ENGLISH398","1184","19"
"ENGLISH398R","1184","5"
"ENGLISH802","1184","27"
"PWR5","1184","4"
"INTNLREL197","1184","1"
"INTNLREL198","1184","11"
"SYMSYS190","1184","3"
"SYMSYS196","1184","2"
"HISTORY48Q","1184","11"
"CSRE196C","1184","219"
"HISTORY145B","1184","15"
"HISTORY150B","1184","47"
"HISTORY181B","1184","28"
"JEWISHST185B","1184","11"
"HISTORY194B","1184","5"
"HISTORY299A","1184","3"
"HISTORY299B","1184","13"
"HISTORY299C","1184","1"
"HISTORY299H","1184","12"
"HISTORY299S","1184","42"
"HISTORY224A","1184","14"
"HISTORY260","1184","8"
"HISTORY399W","1184","35"
"HISTORY305","1184","10"
"HISTORY385A","1184","1"
"HISTORY499X","1184","9"
"HISTORY433A","1184","3"
"HISTORY461A","1184","5"
"HISTORY802","1184","48"
"RELIGST50","1184","44"
"RELIGST297","1184","3"
"RELIGST212","1184","16"
"RELIGST389","1184","3"
"RELIGST801","1184","2"
"RELIGST802","1184","6"
"AMSTUD250","1184","3"
"POLISCI102","1184","117"
"PUBLPOL104","1184","28"
"URBANST132","1184","25"
"PUBLPOL198","1184","1"
"PUBLPOL199","1184","5"
"PUBLPOL200B","1184","3"
"IPS299","1184","10"
"MATH19","1184","64"
"MATH20","1184","225"
"MATH21","1184","413"
"MATH51","1184","654"
"MATH52","1184","169"
"MATH62CM","1184","30"
"MATH53","1184","112"
"MATH80Q","1184","19"
"MATH104","1184","175"
"MATH106","1184","13"
"MATH108","1184","83"
"MATH113","1184","45"
"MATH121","1184","28"
"MATH152","1184","58"
"MATH146","1184","31"
"MATH197","1184","8"
"MATH199","1184","10"
"MATH205B","1184","36"
"MATH210B","1184","16"
"MATH236","1184","31"
"MATH256B","1184","7"
"MATH271","1184","11"
"MATH360","1184","61"
"MATH382","1184","10"
"MATH802","1184","11"
"FRENLANG1","1184","17"
"FRENLANG2","1184","45"
"FRENLANG3","1184","25"
"FRENLANG1A","1184","17"
"FRENLANG2A","1184","32"
"FRENLANG15","1184","12"
"FRENLANG20B","1184","5"
"FRENLANG22C","1184","12"
"FRENLANG23C","1184","12"
"FRENLANG60B","1184","25"
"FRENLANG60C","1184","19"
"FRENLANG60D","1184","72"
"FRENLANG60F","1184","22"
"FRENLANG60T","1184","3"
"FRENLANG120","1184","9"
"FRENLANG124","1184","7"
"FRENCH130","1184","6"
"ITALLANG1","1184","14"
"ITALLANG2","1184","24"
"ITALLANG3","1184","9"
"ITALLANG115","1184","4"
"ITALLANG126","1184","21"
"ITALIAN128","1184","8"
"GERLANG1","1184","13"
"GERLANG2","1184","28"
"GERLANG3","1184","18"
"GERLANG20B","1184","15"
"GERLANG20C","1184","13"
"GERLANG20K","1184","11"
"GERLANG20P","1184","21"
"GERLANG21","1184","7"
"GERLANG22","1184","13"
"AMELANG100B","1184","3"
"AMELANG106B","1184","12"
"AMELANG106C","1184","4"
"ARABLANG2","1184","19"
"ARABLANG22","1184","7"
"ARABLANG131","1184","4"
"ARABLANG132","1184","6"
"AMELANG128B","1184","9"
"AMELANG129B","1184","3"
"SPECLANG138B","1184","10"
"SPECLANG144B","1184","13"
"AMELANG144B","1184","6"
"SPECLANG150B","1184","17"
"SPECLANG152B","1184","10"
"SPECLANG153B","1184","1"
"SPECLANG154B","1184","2"
"SPECLANG167B","1184","2"
"SPECLANG168B","1184","1"
"SPECLANG170B","1184","1"
"SPECLANG171B","1184","1"
"SPECLANG173B","1184","1"
"SPECLANG174B","1184","3"
"SPECLANG178B","1184","29"
"SPECLANG179B","1184","2"
"SPECLANG182B","1184","1"
"SLAVIC146","1184","26"
"SLAVLANG2","1184","7"
"SLAVLANG52","1184","4"
"SLAVLANG112","1184","7"
"SLAVLANG178","1184","4"
"SLAVLANG182","1184","4"
"SLAVIC325","1184","7"
"SLAVIC370","1184","6"
"SPANLANG1","1184","32"
"SPANLANG1A","1184","33"
"SPANLANG2","1184","164"
"SPANLANG2A","1184","47"
"SPANLANG3","1184","77"
"SPANLANG10","1184","20"
"SPANLANG11C","1184","18"
"SPANLANG22B","1184","3"
"SPANLANG12C","1184","4"
"SPANLANG12R","1184","16"
"SPANLANG13C","1184","8"
"SPANLANG15","1184","23"
"SPANLANG100","1184","8"
"SPANLANG102","1184","5"
"SPANLANG122M","1184","20"
"ILAC136","1184","24"
"ILAC299","1184","1"
"ILAC802","1184","9"
"LINGUIST150","1184","18"
"LINGUIST198","1184","1"
"LINGUIST199","1184","6"
"LINGUIST105","1184","74"
"LINGUIST230C","1184","8"
"CS224N","1184","610"
"LINGUIST291","1184","6"
"LINGUIST396","1184","8"
"LINGUIST397","1184","3"
"LINGUIST398","1184","15"
"LINGUIST399","1184","4"
"LINGUIST801","1184","1"
"LINGUIST802","1184","13"
"EFSLANG690A","1184","8"
"EFSLANG690B","1184","18"
"EFSLANG691","1184","15"
"EFSLANG692","1184","1"
"EFSLANG693B","1184","28"
"EFSLANG695A","1184","17"
"EFSLANG695B","1184","4"
"EFSLANG698A","1184","28"
"EFSLANG698B","1184","10"
"MUSIC2A","1184","39"
"MUSIC12A","1184","120"
"MUSIC12B","1184","45"
"MUSIC12C","1184","21"
"MUSIC17N","1184","16"
"MUSIC18A","1184","13"
"MUSIC19A","1184","70"
"MUSIC20C","1184","9"
"MUSIC21","1184","24"
"MUSIC22","1184","13"
"MUSIC24A","1184","16"
"MUSIC24B","1184","15"
"MUSIC24C","1184","2"
"MUSIC41","1184","7"
"MUSIC65A","1184","98"
"MUSIC65B","1184","33"
"MUSIC72A","1184","12"
"MUSIC72C","1184","1"
"MUSIC72D","1184","13"
"MUSIC73","1184","31"
"MUSIC74C","1184","52"
"MUSIC74D","1184","2"
"MUSIC77","1184","8"
"MUSIC122B","1184","7"
"MUSIC125","1184","3"
"MUSIC150","1184","15"
"MUSIC159","1184","3"
"MUSIC160","1184","68"
"MUSIC161A","1184","34"
"MUSIC161B","1184","12"
"MUSIC162","1184","5"
"MUSIC163","1184","2"
"MUSIC165","1184","20"
"MUSIC167","1184","15"
"MUSIC169","1184","13"
"MUSIC171","1184","112"
"MUSIC172A","1184","20"
"MUSIC172B","1184","1"
"MUSIC172C","1184","4"
"MUSIC172D","1184","6"
"MUSIC173","1184","29"
"MUSIC174A","1184","18"
"MUSIC174B","1184","2"
"MUSIC174C","1184","11"
"MUSIC174D","1184","2"
"MUSIC174F","1184","2"
"MUSIC174G","1184","1"
"MUSIC175A","1184","6"
"MUSIC175B","1184","2"
"MUSIC175C","1184","3"
"MUSIC175E","1184","1"
"MUSIC176A","1184","2"
"MUSIC176B","1184","3"
"MUSIC182","1184","9"
"MUSIC192B","1184","13"
"MUSIC192C","1184","9"
"MUSIC198","1184","2"
"MUSIC199","1184","16"
"MUSIC220B","1184","21"
"MUSIC220D","1184","18"
"MUSIC230","1184","3"
"MUSIC231","1184","1"
"MUSIC250A","1184","27"
"MUSIC253","1184","15"
"MUSIC272A","1184","16"
"MUSIC272C","1184","1"
"MUSIC273","1184","24"
"MUSIC274A","1184","13"
"MUSIC274B","1184","2"
"MUSIC274C","1184","10"
"MUSIC274F","1184","3"
"MUSIC274G","1184","4"
"MUSIC275A","1184","9"
"MUSIC275B","1184","1"
"MUSIC275D","1184","3"
"MUSIC275F","1184","7"
"MUSIC276B","1184","1"
"MUSIC276C","1184","4"
"MUSIC302","1184","1"
"MUSIC310","1184","5"
"MUSIC319","1184","2"
"MUSIC321","1184","2"
"MUSIC325","1184","16"
"MUSIC341","1184","3"
"MUSIC422","1184","14"
"MUSIC423","1184","2"
"MUSIC801","1184","4"
"MUSIC802","1184","15"
"PORTLANG1A","1184","14"
"PORTLANG2","1184","2"
"PORTLANG2A","1184","4"
"PORTLANG11A","1184","1"
"PORTLANG12A","1184","7"
"PHIL60","1184","56"
"PHIL251","1184","67"
"MATH162","1184","37"
"PHIL165","1184","43"
"ETHICSOC190","1184","9"
"PHIL181","1184","26"
"PHIL187","1184","66"
"PHIL196","1184","2"
"PHIL197","1184","3"
"PHIL198","1184","7"
"PHIL240","1184","20"
"PHIL450","1184","5"
"PHIL802","1184","14"
"PHYSICS16","1184","99"
"PHYSICS18N","1184","35"
"PHYSICS23","1184","411"
"PHYSICS24","1184","222"
"PHYSICS41","1184","1081"
"PHYSICS63","1184","47"
"PHYSICS107","1184","90"
"PHYSICS120","1184","52"
"PHYSICS130","1184","80"
"PHYSICS260","1184","14"
"PHYSICS171","1184","46"
"PHYSICS190","1184","7"
"PHYSICS205","1184","15"
"PHYSICS211","1184","18"
"PHYSICS230","1184","59"
"PHYSICS294","1184","26"
"PHYSICS331","1184","35"
"PHYSICS450","1184","6"
"PHYSICS490","1184","150"
"PHYSICS801","1184","1"
"PHYSICS802","1184","47"
"POLISCI348","1184","44"
"HISTORY104D","1184","209"
"POLISCI230A","1184","36"
"POLISCI299C","1184","5"
"POLISCI450B","1184","27"
"POLISCI249","1184","1"
"POLISCI410B","1184","8"
"POLISCI420B","1184","7"
"POLISCI229","1184","1"
"POLISCI400","1184","19"
"POLISCI440B","1184","13"
"POLISCI801","1184","1"
"POLISCI802","1184","33"
"PSYCH1","1184","175"
"STATS60","1184","385"
"PSYCH50","1184","592"
"PSYCH80","1184","248"
"PSYCH145","1184","1"
"PSYCH146","1184","30"
"PSYCH171","1184","3"
"PSYCH194","1184","16"
"PSYCH195","1184","57"
"PSYCH198","1184","15"
"PSYCH211","1184","12"
"PSYCH212","1184","19"
"PSYCH243","1184","7"
"PSYCH258","1184","4"
"PSYCH275","1184","53"
"PSYCH281","1184","8"
"PSYCH802","1184","25"
"MTL802","1184","13"
"BIOPHYS399","1184","7"
"BIOPHYS300","1184","39"
"BIOPHYS801","1184","3"
"BIOPHYS802","1184","19"
"ETHICSOC200B","1184","8"
"SOC220","1184","44"
"SOC126","1184","21"
"EDUC136","1184","32"
"SOC136","1184","18"
"URBANST112","1184","59"
"SOC160","1184","12"
"SOC170","1184","13"
"SOC191","1184","1"
"SOC315W","1184","7"
"SOC318","1184","11"
"SOC370A","1184","11"
"SOC382","1184","21"
"SOC390","1184","8"
"SOC391","1184","9"
"SOC395","1184","1"
"SOC802","1184","32"
"STS199","1184","1"
"STS299","1184","15"
"TAPS12N","1184","18"
"TAPS124D","1184","94"
"TAPS34","1184","19"
"TAPS103","1184","75"
"TAPS120A","1184","26"
"TAPS131","1184","2"
"TAPS134","1184","3"
"TAPS140","1184","15"
"TAPS190","1184","1"
"TAPS191","1184","2"
"TAPS200","1184","8"
"ENGLISH313","1184","22"
"TAPS376","1184","4"
"TAPS170B","1184","11"
"TAPS802","1184","9"
"DANCE46","1184","214"
"DANCE48","1184","54"
"DANCE149","1184","26"
"DANCE156","1184","167"
"DANCE190","1184","3"
"STATS200","1184","114"
"STATS203","1184","50"
"HRP206","1184","47"
"STATS217","1184","73"
"MATH238","1184","25"
"STATS260B","1184","22"
"HRP261","1184","89"
"STATS298","1184","3"
"STATS300B","1184","36"
"STATS305B","1184","50"
"STATS310B","1184","48"
"STATS315A","1184","135"
"STATS317","1184","30"
"STATS319","1184","5"
"STATS390","1184","24"
"STATS399","1184","41"
"STATS801","1184","1"
"STATS802","1184","8"
"AFRICAAM105","1184","34"
"COMPLIT11Q","1184","7"
"COMPLIT194","1184","7"
"COMPLIT199","1184","10"
"COMPLIT359A","1184","12"
"COMPLIT399","1184","5"
"COMPLIT802","1184","10"
"CSRE200Y","1184","13"
"CSRE200W","1184","1"
"HRP211","1184","22"
"IPS250","1184","3"
"BIOMEDIN201","1184","18"
"BIOMEDIN210","1184","85"
"BIOMEDIN299","1184","41"
"BIOMEDIN802","1184","8"
"CBIO280","1184","26"
"CBIO299","1184","4"
"CBIO802","1184","7"
"SBIO241","1184","34"
"SBIO399","1184","8"
"SBIO801","1184","1"
"SBIO802","1184","4"
"DBIO215","1184","16"
"BIOC221","1184","3"
"BIOC299","1184","1"
"BIOC399","1184","29"
"BIOC802","1184","14"
"DBIO201","1184","107"
"DBIO299","1184","1"
"DBIO399","1184","23"
"DBIO802","1184","11"
"GENE104Q","1184","17"
"GENE199","1184","10"
"GENE260","1184","20"
"GENE299","1184","16"
"GENE399","1184","27"
"GENE802","1184","19"
"COMPMED81N","1184","16"
"COMPMED198","1184","3"
"COMPMED199","1184","6"
"COMPMED299","1184","6"
"MI185","1184","11"
"MI199","1184","6"
"IMMUNOL201","1184","17"
"MI399","1184","22"
"MI802","1184","9"
"CSB199","1184","1"
"CSB270","1184","11"
"CSB399","1184","26"
"CSB801","1184","17"
"CSB802","1184","1"
"MCP199","1184","5"
"BIOC224","1184","25"
"MCP399","1184","10"
"MCP802","1184","5"
"NBIO199","1184","1"
"NBIO206","1184","113"
"NBIO299","1184","2"
"NEPR280","1184","49"
"NBIO399","1184","5"
"NBIO802","1184","1"
"ANES199","1184","18"
"ANES299","1184","2"
"ANES300A","1184","7"
"ANES300D","1184","1"
"ANES302A","1184","2"
"ANES304A","1184","2"
"ANES306A","1184","18"
"ANES399","1184","1"
"DERM199","1184","6"
"DERM300A","1184","4"
"DERM309A","1184","1"
"DERM399","1184","2"
"MED199","1184","29"
"MED207","1184","8"
"INDE211","1184","25"
"MED248","1184","70"
"PEDS251A","1184","33"
"MED255","1184","63"
"MED280","1184","1"
"MED182","1184","159"
"MED295","1184","43"
"MED299","1184","6"
"MED300A","1184","39"
"FAMMED301A","1184","25"
"MED303B","1184","3"
"MED304A","1184","3"
"MED305A","1184","3"
"MED306A","1184","1"
"MED308A","1184","1"
"FAMMED310A","1184","10"
"MED314A","1184","2"
"MED321A","1184","1"
"MED322A","1184","4"
"MED325A","1184","2"
"MED330C","1184","1"
"MED334A","1184","2"
"MED343B","1184","1"
"MED398A","1184","2"
"MED399","1184","5"
"OBGYN216","1184","35"
"OBGYN300A","1184","19"
"OBGYN306A","1184","1"
"OBGYN307A","1184","1"
"PATH213","1184","3"
"PATH399","1184","2"
"PEDS199","1184","16"
"PEDS281","1184","18"
"PEDS299","1184","3"
"PEDS300A","1184","34"
"PEDS303A","1184","3"
"PEDS304A","1184","1"
"PEDS305A","1184","1"
"PEDS314A","1184","1"
"PEDS340D","1184","1"
"PEDS398W","1184","7"
"PEDS399","1184","1"
"PSYC199","1184","32"
"PSYC233","1184","15"
"PSYC250","1184","1"
"PSYC299","1184","8"
"PSYC300A","1184","18"
"PSYC326A","1184","1"
"PSYC399","1184","1"
"RAD199","1184","9"
"RAD299","1184","3"
"RAD301A","1184","5"
"RAD302A","1184","1"
"RAD303A","1184","3"
"RAD399","1184","14"
"SURG101","1184","54"
"SURG199","1184","3"
"SURG300A","1184","39"
"OTOHNS307A","1184","5"
"SURG333A","1184","1"
"SURG338A","1184","1"
"SURG340A","1184","1"
"SURG398A","1184","4"
"RADO399","1184","1"
"HRP89Q","1184","3"
"HRP226","1184","52"
"HRP299","1184","10"
"HRP399","1184","47"
"HRP801","1184","4"
"HRP802","1184","3"
"OPHT199","1184","2"
"OPHT300A","1184","1"
"OPHT300E","1184","1"
"OPHT399","1184","2"
"NENS199","1184","14"
"NENS399","1184","3"
"NSUR304A","1184","1"
"NSUR304B","1184","1"
"NSUR399","1184","1"
"UROL398A","1184","1"
"ORTHO299","1184","1"
"ORTHO304A","1184","4"
"ORTHO306A","1184","2"
"IMMUNOL290","1184","6"
"IMMUNOL299","1184","1"
"IMMUNOL311","1184","38"
"IMMUNOL801","1184","1"
"IMMUNOL802","1184","13"
"NEPR299","1184","6"
"NEPR399","1184","50"
"NEPR801","1184","2"
"NEPR802","1184","30"
"EARTHSYS250","1184","6"
"EARTHSYS260","1184","12"
"EARTHSYS290","1184","26"
"EARTHSYS299","1184","2"
"GEOPHYS385A","1184","8"
"GEOPHYS385D","1184","3"
"GEOPHYS385E","1184","3"
"GEOPHYS385L","1184","6"
"GEOPHYS385S","1184","2"
"GEOPHYS385V","1184","7"
"GEOPHYS385Z","1184","2"
"GEOPHYS211","1184","6"
"GEOPHYS400","1184","58"
"GEOPHYS801","1184","3"
"GEOPHYS802","1184","18"
"EARTHSYS90","1184","12"
"GS106","1184","6"
"EARTHSYS256","1184","16"
"GS185","1184","10"
"GS192","1184","1"
"ESS262","1184","31"
"GS199","1184","2"
"CEE260C","1184","20"
"ESS322B","1184","7"
"GS801","1184","2"
"GS802","1184","14"
"EARTHSYS101","1184","32"
"ENERGY193","1184","2"
"ENERGY221","1184","44"
"ENERGY223","1184","39"
"GS240","1184","41"
"ENERGY267","1184","20"
"ENERGY359","1184","6"
"ENERGY360","1184","1"
"ENERGY361","1184","19"
"ENERGY363","1184","56"
"ENERGY801","1184","1"
"ENERGY802","1184","15"
"FEMGEN105","1184","5"
"FEMGEN195","1184","1"
"URBANST110","1184","27"
"URBANST113","1184","28"
"URBANST195","1184","1"
"URBANST197","1184","3"
"URBANST198","1184","8"
"URBANST199","1184","3"
"SLE92","1184","177"
"EDUC342","1184","30"
"EE368","1184","51"
"EE223","1184","39"
"ECON102C","1184","29"
"MATH216B","1184","18"
"MATH249B","1184","8"
"LINGUIST222B","1184","4"
"AFRICAST112","1184","6"
"SLE199","1184","22"
"EARTHSYS241","1184","31"
"MATH51A","1184","33"
"CHEM258A","1184","7"
"CHEM258C","1184","5"
"CHEM278A","1184","10"
"CHEM278B","1184","18"
"OSPFLOR49","1184","5"
"OSPFLOR55","1184","1"
"CHINLANG19","1184","3"
"FRENLANG60A","1184","28"
"PHYSICS112","1184","26"
"OSPPARIS81","1184","2"
"AMELANG101B","1184","3"
"AMELANG153A","1184","1"
"OSPBER66","1184","6"
"MGTECON203","1184","38"
"STATS367","1184","9"
"CLASSICS202G","1184","10"
"FILMPROD402","1184","8"
"SPECLANG151B","1184","7"
"SPECLANG189B","1184","15"
"ARTHIST102","1184","18"
"AMELANG134B","1184","5"
"GEOPHYS385B","1184","5"
"NATIVEAM200W","1184","32"
"TAPS202","1184","3"
"ESS244","1184","6"
"ANTHRO401B","1184","4"
"OB568","1184","131"
"ATHLETIC66","1184","13"
"ATHLETIC14","1184","10"
"ATHLETIC29","1184","2"
"ATHLETIC32","1184","2"
"ATHLETIC33","1184","3"
"ATHLETIC38","1184","19"
"ATHLETIC43","1184","1"
"ATHLETIC40","1184","5"
"ATHLETIC18","1184","8"
"ATHLETIC45","1184","4"
"ATHLETIC20","1184","3"
"ATHLETIC48","1184","1"
"ATHLETIC25","1184","7"
"CS246","1184","498"
"STATS141","1184","133"
"ARTSTUDI177","1184","14"
"SYMSYS291","1184","6"
"SYMSYS245","1184","38"
"MTL399","1184","1"
"GSBGEN360","1184","73"
"FEMGEN103","1184","39"
"ME368A","1184","19"
"SYMSYS290","1184","4"
"PHYSICS64","1184","78"
"HUMBIO122S","1184","64"
"EARTHSYS104","1184","21"
"LINGUIST130A","1184","99"
"ARCHLGY103","1184","4"
"MS&E292","1184","32"
"STATS191","1184","147"
"EDUC193P","1184","38"
"IPS203","1184","15"
"GENE211","1184","71"
"SPANLANG101","1184","8"
"ENGR311A","1184","32"
"MUSIC174I","1184","3"
"MED242","1184","91"
"BIO109A","1184","56"
"EDUC112","1184","37"
"EDUC388A","1184","86"
"BIOC199","1184","2"
"DBIO199","1184","4"
"HRP199","1184","4"
"UROL199","1184","1"
"CTS199","1184","5"
"ORTHO199","1184","2"
"OBGYN199","1184","2"
"NSUR199","1184","16"
"PATH199","1184","2"
"RADO199","1184","3"
"EE355","1184","24"
"TAPS321","1184","8"
"PHYSICS108","1184","4"
"EFSLANG694","1184","9"
"ENGR155C","1184","191"
"EARTHSYS38N","1184","22"
"SLAVLANG199","1184","3"
"PUBLPOL168","1184","27"
"CSRE245","1184","19"
"STRAMGT340","1184","58"
"NENS301A","1184","27"
"OB678","1184","10"
"CEE266B","1184","22"
"CEE199H","1184","1"
"ORALCOMM177","1184","22"
"MATH245B","1184","5"
"STATS270","1184","29"
"POLISCI448R","1184","3"
"BIOE220","1184","17"
"ECON279","1184","12"
"EARTHSYS133","1184","13"
"ME281","1184","79"
"ME395","1184","9"
"CME100","1184","242"
"MS&E371","1184","8"
"DANCE59","1184","65"
"ENVRES320","1184","9"
"ENVRES398","1184","5"
"ENVRES399","1184","21"
"PSYCH204A","1184","25"
"EDUC291","1184","13"
"MED71N","1184","21"
"OSPFLOR21F","1184","1"
"HRP236","1184","48"
"OSPPARIS41","1184","1"
"OSPPARIS42","1184","3"
"OSPPARIS43","1184","3"
"POLISCI319","1184","3"
"AMELANG185A","1184","1"
"SURG254","1184","41"
"ANTHRO445","1184","5"
"SPECLANG192B","1184","2"
"AMELANG185B","1184","1"
"EE108","1184","27"
"GS400","1184","45"
"NBIO228","1184","29"
"ANES306P","1184","6"
"EDUC124","1184","25"
"EE180","1184","62"
"ARTHIST660E","1184","1"
"HUMBIO3Y","1184","14"
"CEE266D","1184","16"
"AMELANG187B","1184","2"
"HUMBIO82A","1184","19"
"HRP214","1184","36"
"SIW103","1184","10"
"SIW107","1184","13"
"MATH215B","1184","7"
"MUSIC156","1184","13"
"EE101A","1184","63"
"EE102A","1184","60"
"ME342A","1184","8"
"ME370B","1184","16"
"OIT356","1184","102"
"ECON299","1184","7"
"HISTORY283","1184","24"
"ECON17N","1184","22"
"POLISCI245R","1184","27"
"LINGUIST258","1184","6"
"HUMBIO159","1184","26"
"STATS299","1184","2"
"RELIGST162X","1184","21"
"ANTHRO12","1184","4"
"ME191H","1184","3"
"ARTSTUDI284","1184","11"
"ENGLISH192V","1184","16"
"IMMUNOL305","1184","31"
"MI250","1184","9"
"GSBGEN550","1184","66"
"MKTG661","1184","3"
"SLAVLANG6","1184","3"
"EDUC148","1184","7"
"EDUC393","1184","19"
"INDE208A","1184","4"
"INDE208B","1184","6"
"IMMUNOL205","1184","111"
"FRENLANG60E","1184","25"
"ENVRES801","1184","1"
"ENVRES802","1184","13"
"INDE202","1184","128"
"CS295","1184","1"
"POLISCI353B","1184","10"
"HISTORY139","1184","27"
"FRENLANG395","1184","10"
"GERLANG395","1184","10"
"ITALLANG395","1184","3"
"JAPANLNG395","1184","31"
"PORTLANG395","1184","10"
"SLAVLANG395","1184","9"
"SPANLANG395","1184","18"
"SPECLANG395","1184","19"
"AMELANG395","1184","15"
"CHINLANG395","1184","10"
"CHINLANG394","1184","2"
"FRENLANG394","1184","2"
"JAPANLNG394","1184","2"
"KORLANG395","1184","7"
"SPANLANG394","1184","2"
"CHINLANG20B","1184","3"
"RELIGST290","1184","8"
"PHIL11N","1184","20"
"CSRE146A","1184","15"
"CHEMENG513","1184","8"
"MS&E175","1184","82"
"MS&E294","1184","19"
"MS&E384","1184","5"
"STRAMGT351","1184","170"
"POLISCI422","1184","11"
"BIOE500","1184","1"
"BIOE391","1184","21"
"BIOE392","1184","111"
"MATH118","1184","10"
"PSYCH282","1184","4"
"CHEMENG190H","1184","4"
"CHEM31B","1184","753"
"BIOE802","1184","58"
"BIOE300A","1184","117"
"AA284B","1184","26"
"CME500","1184","28"
"CME305","1184","83"
